RunID,ConfigID,Repetition,Problema,PopSize,CrossoverProb,MutationProb,Generations,TiempoMs,Seed,SolutionID,Objetivo,Valor
C02_R35,2,35,HandballFixture,100,1.000,0.010,1500,2480,2035,1,O2,5.000000
C02_R35,2,35,HandballFixture,100,1.000,0.010,1500,2480,2035,1,Restriccion,0.000000
C02_R36,2,36,HandballFixture,100,1.000,0.010,1500,2525,2036,1,O1,20.000000
C02_R36,2,36,HandballFixture,100,1.000,0.010,1500,2525,2036,1,O2,5.000000
C02_R36,2,36,HandballFixture,100,1.000,0.010,1500,2525,2036,1,Restriccion,0.000000
C02_R37,2,37,HandballFixture,100,1.000,0.010,1500,3176,2037,1,O1,20.000000
C02_R37,2,37,HandballFixture,100,1.000,0.010,1500,3176,2037,1,O2,6.000000
C02_R37,2,37,HandballFixture,100,1.000,0.010,1500,3176,2037,1,Restriccion,0.000000
C02_R38,2,38,HandballFixture,100,1.000,0.010,1500,2537,2038,1,O1,20.000000
C02_R38,2,38,HandballFixture,100,1.000,0.010,1500,2537,2038,1,O2,6.000000
C02_R38,2,38,HandballFixture,100,1.000,0.010,1500,2537,2038,1,Restriccion,0.000000
C02_R38,2,38,HandballFixture,100,1.000,0.010,1500,2537,2038,2,O1,21.000000
C02_R38,2,38,HandballFixture,100,1.000,0.010,1500,2537,2038,2,O2,5.000000
C02_R38,2,38,HandballFixture,100,1.000,0.010,1500,2537,2038,2,Restriccion,0.000000
C02_R39,2,39,HandballFixture,100,1.000,0.010,1500,2706,2039,1,O1,20.000000
C02_R39,2,39,HandballFixture,100,1.000,0.010,1500,2706,2039,1,O2,5.000000
C02_R39,2,39,HandballFixture,100,1.000,0.010,1500,2706,2039,1,Restriccion,0.000000
C02_R40,2,40,HandballFixture,100,1.000,0.010,1500,3540,2040,1,O1,20.000000
C02_R40,2,40,HandballFixture,100,1.000,0.010,1500,3540,2040,1,O2,5.000000
C02_R40,2,40,HandballFixture,100,1.000,0.010,1500,3540,2040,1,Restriccion,0.000000
C02_R41,2,41,HandballFixture,100,1.000,0.010,1500,3108,2041,1,O1,20.000000
C02_R41,2,41,HandballFixture,100,1.000,0.010,1500,3108,2041,1,O2,5.000000
C02_R41,2,41,HandballFixture,100,1.000,0.010,1500,3108,2041,1,Restriccion,0.000000
C02_R42,2,42,HandballFixture,100,1.000,0.010,1500,2624,2042,1,O1,20.000000
C02_R42,2,42,HandballFixture,100,1.000,0.010,1500,2624,2042,1,O2,5.000000
C02_R42,2,42,HandballFixture,100,1.000,0.010,1500,2624,2042,1,Restriccion,0.000000
C02_R43,2,43,HandballFixture,100,1.000,0.010,1500,2593,2043,1,O1,20.000000
C02_R43,2,43,HandballFixture,100,1.000,0.010,1500,2593,2043,1,O2,6.000000
C02_R43,2,43,HandballFixture,100,1.000,0.010,1500,2593,2043,1,Restriccion,0.000000
C02_R43,2,43,HandballFixture,100,1.000,0.010,1500,2593,2043,2,O1,22.000000
C02_R43,2,43,HandballFixture,100,1.000,0.010,1500,2593,2043,2,O2,5.000000
